month,district,territory,locality,num_attacks,ppl_killed,adults_kidnapped,infants_kidnapped,description
Jul-11,Haut-Uélé,Dungu,"Zangaimi, 4km NO de Bangadi",1,,,,Incursion d’un groupe de 5 personnes présumées LRA  dans la maison d’une femme
Jul-11,Haut-Uélé,Dungu,"Bangadi, 125 km au N-O de Dungu",1,,,1,Incursion nocturne de 3 éléments présumés LRA dans une famille. 
Jul-11,Haut-Uélé,Dungu,"Naparka, 270 km au N-O de Dungu",1,,,,Incursion LRA dans la localité  
Jul-11,Haut-Uélé,Dungu,Naparka,1,,,,Attaque LRA sur 5 chasseurs
Jul-11,Haut-Uélé,Dungu,Naparka,1,,,,Visite nocturne d’un élément LRA chez un particulier
Jul-11,Haut-Uélé,Dungu,Naparka,1,,,,Affrontement UPDF et LRA en brousse au S-O de Naparka
Jul-11,Haut-Uélé,Dungu,10 km au NO de Bangadi,1,,,,Affrontement entre l’équipe mixte FARDC/UPDF et LRA
Jul-11,Haut-Uélé,Dungu,10 km au NO de Bangadi,1,,,,Affrontement entre l’équipe mixte FARDC/UPDF et LRA
Jul-11,Haut-Uélé,Dungu,"Kiliwa, 45 km au nord de dungu",1,2,,,Affrontement entre FARDCet LRA
Jul-11,Haut-Uélé,Dungu,A 3 km SE de Nango(40 km au NO de Dungu),1,,,,Affrontement entre l’équipe mixte FARDC/UPDF et LRA
Jul-11,Haut-Uélé,Faradje,"Nagbaka, 6 km O de Faradje",1,,,1,Incursion des hommes armés
Jul-11,Haut-Uélé,Faradje,1 km de Faradje centre,1,,,1,Incursion des hommes armés
Jul-11,Haut-Uélé,Faradje,"Doya, 22 km à l’E de Faradje",1,,,2,Incursion des éléments LRA
Jul-11,Bas-Uélé,Ango,75 km d’Ango sur route Dakwa,1,,,,Attaque des hommes armés sur une équipe de CICR
Jul-11,Bas-Uélé,Ango,"Bandu, au N de Digba",1,,,,Incursion de 12 LRA à Bandu et Lumu
Jun-11,Haut-Uélé,Faradje,Kibhinzi (4 km O de Faradje),1,,,,Des hommes armés chassent les villageois d’un champ et pillent du manioc
Jun-11,Haut-Uélé,Faradje,Djabir (10 km E de Faradje),1,,,,Des hommes armés chassent les villageois d’un champ et pillent du manioc
Jun-11,Haut-Uélé,Faradje,Takiani (7 km E de Faradje),1,,2,1,"Une femme blessée par deux coups de balles des présumés LRA et pillage des poules, chèvres et farine de maïs"
Jun-11,Haut-Uélé,Faradje,Tadu (37 km S de Faradje),1,1,,1,Une femme sourde-muette a été attaqué et tuée par des présumés LRA et sa fillette de 3 ans enlevée
Jun-11,Haut-Uélé,Faradje,Draduwa (22 km E de Faradje),1,,,,Des hommes armés non autrement identifiés font incursion et pillent 4 chèvres et des bidons des milels
Jun-11,Haut-Uélé,Faradje,3 km O de Faradje,1,,,,Une femme a été surprise dans son champ par deux hommes armés présumés LRA
Jun-11,Haut-Uélé,Faradje,Djabir (10 km E de Faradje),1,,,,8 hommes enlevés par 5 LRA pendant qu’ils se rendaient au champs et relâchés le lendemain
Jun-11,Haut-Uélé,Faradje,Entre Lenvo et udukwa (15 à 20 km E de Faradje),1,,,,6 éléments présumés LRA ont attaqué un village et pillé des vivres
Jun-11,Haut-Uélé,Faradje,Djabir (10 km E de Faradje),1,,,1,Incursion des éléments présumés LRA et enlèvement d’un garçon de 15 ans
Jun-11,Haut-Uélé,Faradje,Doya (18 km E de Faradje),1,,,,Des villageois se font pillés des vivres par des présumés LRA
Jun-11,Haut-Uélé,Faradje,Kpodo (11 km S de Faradje),1,,2,,Des éléments LRA ont fait irruption à 4.00’ et ont pillés des vivres et enlevé deux personnes
Jun-11,Haut-Uélé,Faradje,Kpodo (11 km S de Faradje),1,1,,,Des LRA tuent un jeune homme de 20 ans
Aug-11,Haut-Uélé,Dungu,Route 4 (localité située à environ 115 Km de Dungu en allant vers Faradje),1,,1,,Des commerçants en provenance d’Ariwara (localité à environ 110 Km SE de Dungu) ont été attaqués par des hommes armés
Aug-11,Haut-Uélé,Dungu,Entre Nagero et route 4 (axe Dungu- Faradje),1,1,1,,Des passants (à pieds et à vélo) ont été attaqués par des hommes armés
Aug-11,Haut-Uélé,Dungu,A 1 km de Nagero centre (125 Km NE Dungu),1,,1,,1 homme et 1 femme (sur la route 4) ont été surpris par 2 hommes en uniforme militaire.
Aug-11,Haut-Uélé,Dungu,Nagero ,1,,1,,A 800 m de la station une femme a été enlevée par des hommes armés et en uniforme trellis
Aug-11,Haut-Uélé,Dungu,Bangadi,1,2,,,"A Nakofo (non loin de Bangadi), affrontement entre les UPDF et la LRA"
Aug-11,Haut-Uélé,Dungu,"Entre Bitima (25 km NO de Duru) et Bayote (15 km O de Bitima),",1,,,,2 cycliste qui revenaient du Sud Soudan sont tombés dans une embuscade LRA et se sont fait pillés.
Aug-11,Haut-Uélé,Dungu,Mbiangu (35 km SE de Bangadi),1,,,,"trois cyclistes en provenance de Bangadi ont été attaqués par 4 éléments présumés LRA, armés. Ces cyclistes ont été pillés"
Sep-11,Haut-Uélé,Dungu,Nambia (5 km S de Duru),1,,,,3 hommes armés présumés LRA lancent une attaque non loin d’une position FARDC et blessent un civil à l’épaule
Sep-11,Haut-Uélé,Dungu,Kumbolongo (localité située à 10 km au Sud de Nambia),1,,,1,10 personnes qui se rendaient au marché de Nabiapay (7 km N Bitima) sont tombés dans une embuscade  de présumés LRA. Les 9 personnes ont pu s’échapper en laissant un garçon de 15 ans porté disparu.
Sep-11,Haut-Uélé,Dungu,Dikpoto (15 km N de Ngilima),1,,,,3 élèves de retour de Yambio se sont fait attaqués et pillés par 5 élémments présumés LRA
Sep-11,Haut-Uélé,Dungu,Dikpoto (15 km N de Ngilima),1,,,,Des villageois se font piller à Dikpoto par le même groupe de 5 éléments présumés LRA
Sep-11,Haut-Uélé,Faradje,Lalibe (7 km N de Faradje),1,,,,Une vingtaine d’hommes armés ont pillé 8 champs de maïs et cassé des greniers des villageois
Sep-11,Haut-Uélé,Faradje,Ngaduma-Ogambi (8 km N de Djabir),1,,,,Un groupe de plusieurs hommes armés ont pillé un champ de maïs
Sep-11,Haut-Uélé,Faradje,Ngaduma-Ogambi (8 km N de Djabir),1,,,,Un groupe de plusieurs hommes armés ont pillé un autre champ de maïs
Aug-11,Haut-Uélé,Dungu,Zangaime (4 km N de Bangadi),1,,3,,"Trois personnes, 2 hommes et une femme ont disparue"
Aug-11,Haut-Uélé,Niangara,Nyalanya (axe Aba-Faradje),1,,1,,Environ 5 élements présumés LRA ont enlevé 2 femmes dont l’une enceinte et l’autre avec un bébé
Oct-11,Haut-Uélé,Dungu,3 km au nord de Napopo,1,,,,"Des éléments présumés LAR ont attaqué, pillé et incendié quelques cases dans  un petit village situé à 3 km au nord de Napopo"
Oct-11,Haut-Uélé,Dungu,Zangaime (5 km  N de Bangadi),1,,,,Trois ménages des villageois attaqués et pillés par des éléments présumés LRA 
Oct-11,Haut-Uélé,Dungu,Nango (5 km SE de Ngilima) ,1,,,,2 motards sont tombés dans une embuscade tendue par des éléments présumés LRA et ont été pillés
Oct-11,Haut-Uélé,Dungu,Nakpudu (7 km S de Bangadi),1,,,,2 adolescents surpris par 4 éléments LRA qui les ont obligés à leur montré un chemin. Les éléments LRA les ont gardés pendant trois heures
Oct-11,Haut-Uélé,Dungu,Nabanda (8 km au SO de Napopo),1,,,,Accrochage entre FARDC et les présumés LRA 
Oct-11,Haut-Uélé,Dungu,Badolo (7 km NO de Bangadi),1,,,,"Un groupe d’éléments présumés LRA ont attaqué et pillé le village de Badolo, provoquant un mouvement des populations vers Bangadi "
Oct-11,Haut-Uélé,Dungu,Gongolo (14 km No de Ngilima),1,,,,Un homme de 32 ans s’est sauvé de justesse d’une attaque des presumes LRA à mi chemin entre Kapili et Ngilima)
Oct-11,Haut-Uélé,Dungu,Malingbundu (5 km NE de Bangadi),1,,,,Un groupe de 3 éléments présumés LRA ont attaqué les villageois dans une palmeraie et en ont blessé deux 
Oct-11,Haut-Uélé,Dungu,Napopo (25 km E de Bangadi),1,,,,Un groupe d’éléments présumés LRA ont attaqué les villageois à 1 km de Napopo et en ont blessé un
Oct-11,Haut-Uélé,Niangara,"Nambia, 15 km de Niangara",1,,,,Attaque du village
Nov-11,Haut-Uélé,Dungu,Napopo (25 km E de Bangadi),1,,,,Des hommes armés tendent une embuscade à un chasseur et le pourchassent sur 6 km
Nov-11,Haut-Uélé,Dungu,Malingbundu  (5 km NE de Bangadi),1,,,,8 personnes ont été surprises dans leur champ et ont réussi à s’échapper
Nov-11,Haut-Uélé,Dungu,5 km SO Bangadi,1,,,,Deux hommes armés tentent d’enlever une femme qui travaillait seule dans son champ et elle s’est échappée
Nov-11,Haut-Uélé,Dungu,Nabiapay (7 km NO de Bitima),1,,,,Des éléments présumés LRA provenant du Sud Soudan ont fait incursion et perpétré des pillages à Nabiapay
Nov-11,Haut-Uélé,Dungu,Nangume (6 km O de Bitima),1,,,,Des éléments présumés LRA provenant du Sud Soudan ont fait incursion et perpétré des pillages à Nangume (près de Bitima)
Nov-11,Haut-Uélé,Dungu,Zangaime (5 km N de Bangadi),1,,,,Affrontement entre FARDC et présumés LRA
Nov-11,Haut-Uélé,Dungu,Dikpoto (20 Km Nord Ngilima),1,,,,2 cyclistes revenant du marché frontalier se font attaqués et pillés par les présumés LRA
Nov-11,Haut-Uélé,Dungu,15 km N Ngilima (Anduala ?),1,,,,Des commerçants tombent dans une embuscade tendue par des éléments présumés LRA et sont pillés
Nov-11,Haut-Uélé,Dungu,Bambangana (65 km NO Doruma),1,,,,Un groupe des présumés LRA ont tenté d’attaquer des villageois
Nov-11,Haut-Uélé,Faradje,Takiani (6 km E de Faradje) ,1,2,1,2,Une vingtaine d’éléments présumés LRA ont lancé une attaque contre la localité de Takiani et ont pillé du riz après avoir tué deux villageois
Jun-11,Bas-Uélé,Ango,Gurba (45 km SE de Banda,1,2,,,"Clash entre les LRA et FARDC, 2 enfants tués"
Jan-11,Bas-Uélé,Ango,Digba (45 km N d’Ango),1,,,,
Jan-11,Bas-Uélé,Ango,Sukadi,1,2,,,
