"unique_id","province","territory","locality","place","axe","source","month","month_text","date_incident","type_incident","category","sub_category","num_missing","num_injured","num_deaths"
143,"Nord Kivu","Masisi","Matanda","Voie publique","Matanda - Bihambwe","MSF-B","9-Dec","December-2009","12/24/09","Pillage","Vol de rue","Avec violence physique",0,0,0
144,"Nord Kivu","Walikale","Mpofi","Voie publique","Walikale centre - Mpofi","Welthungerhilfe (ex AAA)","9-Dec","December-2009","12/25/09","Agressions ","Voie de fait  avec violence","Agression physique",0,1,0
145,"Nord Kivu","Walikale","Walikale","Bureau","Walikale centre","Welthungerhilfe","10-Jan","January-2010","1/4/10","Pillage","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
146,"Nord Kivu","Masisi","Kitchanga","Domicile","Kabalekasha - Kitchanga","HCR","10-Jan","January-2010","1/6/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
147,"Nord Kivu","Rutshuru","Kinyandoni","Voie publique","Kinyandoni - Ngwenda","SC-UK","10-Jan","January-2010","1/11/10","Pillage","Vol de rue","Avec violence physique",0,0,0
148,"Nord Kivu","Masisi","Masisi","Bureau","Masisi centre - Lushebere","OCHA","10-Jan","January-2010","1/12/10","Agressions ","Voie de fait  avec violence","Voie de fait",0,0,0
149,"Nord Kivu","Masisi","Mema","Voie publique","Mema - Kisuma","MSF-B","10-Jan","January-2010","1/12/10","Agressions ","Voie de fait  avec violence","Voie de fait",0,0,0
150,"Nord Kivu","Rutshuru","Rukumizo","Voie publique","Rumangabo-Chengerero","Secours catholique","10-Jan","January-2010","1/14/10","Tracasseries","Voie de fait  avec violence","Voie de fait",0,0,0
151,"Nord Kivu","Masisi","Kibarizo","Voie publique","Kibarizo - Muhanga","IMC","10-Jan","January-2010","1/15/10","Requisition forcee","Securite des vehicules","Detournement arme",0,0,0
152,"Nord Kivu","Masisi","Matanda","Voie publique","Matanda - Bihambwe","SC-UK","10-Jan","January-2010","1/15/10","Pillage","Vol de rue","Avec violence physique",0,0,0
153,"Nord Kivu","Masisi","Muhanga","Lieu public","Kibarizo - Muhanga","HCR","10-Jan","January-2010","1/15/10","Agressions ","Vol de rue","Avec violence physique",0,0,0
154,"Nord Kivu","Lubero","Lubero","Voie publique","Lubero-Kagheri","OCHA","10-Jan","January-2010","1/19/10","Pillage","Vol de rue","Avec violence physique",0,0,0
155,"Nord Kivu","Rutshuru","Nyabanira","Voie publique","Kiwanja - Nyamilima","UNDSS","10-Jan","January-2010","1/19/10","Pillage","Vol de rue","Avec violence physique",0,0,0
156,"Nord Kivu","Masisi","Rubaya","Voie publique","Rubaya - Bihambwe","Armթe du Salut","10-Jan","January-2010","1/21/10","Agressions ","Agression physique","agression non sexuelle ",0,0,0
157,"Nord Kivu","Masisi","Bweru","Voie publique","Bweru - Kibarizo","IMC","10-Jan","January-2010","1/24/10","Requisition forcee","Agression physique","Prise d'otage",0,0,0
158,"Nord Kivu","Masisi","Osso","Voie publique","Matanda-Bihambwe","IMC","10-Jan","January-2010","1/24/10","Pillage","Vol de rue","Avec violence physique",0,0,0
159,"Nord Kivu","Rutshuru","Rugari","Voie publique","Rugari-Rubare","Secours catholique","10-Jan","January-2010","1/25/10","Agressions ","Perturbations","manifestations",0,0,0
160,"Nord Kivu","Masisi","Matanda","Voie publique","Bihambwe - Matanda","Handicap International","10-Jan","January-2010","1/28/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
161,"Nord Kivu","Masisi","Mitumbala","Voie publique","Sake - Mushaki","MSF-B","10-Jan","January-2010","1/28/10","Pillage","Vol de rue","Avec violence physique",0,0,0
162,"Nord Kivu","Rutshuru","Ishasha","Voie publique","Nyamilima - Ishasha","AVSI","10-Jan","January-2010","1/29/10","Prise d'otage ","Agression physique","Prise d'otage",0,0,0
163,"Nord Kivu","Communes of Goma","Quartier Office I","Domicile","Goma","CESVI","10-Jan","January-2010","1/30/10","Pillage","Introduction dans une maison par effraction","Avec violence physique",0,0,0
164,"Nord Kivu","Masisi","Kirotshe","Voie publique","Sake - Kirotshe","HCR","10-Feb","February-2010","2/1/10","Agressions ","Perturbations","Troubles civils",0,0,0
165,"Nord Kivu","Masisi","Mpati","Voie publique","Mpati-Kivuye","PU","10-Feb","February-2010","2/6/10","Requisition forcee","Voie de fait  avec violence","Voie de fait",0,0,0
166,"Nord Kivu","Beni","Beni","Bureau","Beni","EPVI","10-Feb","February-2010","2/7/10","Pillage","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
167,"Nord Kivu","Communes of Goma","Quartier Katindo droit","Domicile","Goma","OCHA","10-Feb","February-2010","2/7/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
168,"Nord Kivu","Masisi","Matanda","Voie publique","Matanda - Bihambwe","OCHA","10-Feb","February-2010","2/11/10","Pillage","Vol de rue","Avec violence physique",0,1,0
169,"Nord Kivu","Rutshuru",,"Voie publique","Rumangabo - Katale","MSF-F","10-Feb","February-2010","2/15/10","Pillage","Vol de rue","Avec violence physique",0,0,0
170,"Nord Kivu","Rutshuru","Nyabanira","Voie publique","Ngwenda - Kiseguru","MERLIN","10-Feb","February-2010","2/15/10","Pillage","Vol de rue","Avec violence physique",0,0,0
171,"Nord Kivu","Rutshuru","Nyabanira","Voie publique","Ngwenda - Kiseguru","CESVI","10-Feb","February-2010","2/15/10","Pillage","Vol de rue","Avec violence physique",0,0,0
172,"Nord Kivu","Communes of Goma","Quartier Kyeshero","Domicile","Goma","UNDSS","10-Feb","February-2010","2/20/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
173,"Nord Kivu","Rutshuru","Nyanzale","Voie publique","Kihindo - Kikuku","Care International","10-Feb","February-2010","2/23/10","Agressions ","Agression physique","agression non sexuelle ",0,0,0
174,"Nord Kivu","Beni","Lubiriya / Kasindi","Domicile","Vieux Kasindi - Kasindi","Oxfam-GB","10-Feb","February-2010","2/24/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
175,"Nord Kivu","Communes of Goma","Quartier les volcans","Lieu public","Goma","AVSI","10-Mar","March-2010","3/1/10","Tracasseries","Detention physique","Detention",0,0,0
176,"Nord Kivu","Beni","Beni","Domicile","Beni","Solidaritթs","10-Mar","March-2010","3/6/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
177,"Nord Kivu","Walikale","Malemo","Voie publique","Kalembe - Pinga","OIM","10-Mar","March-2010","3/7/10","Agressions ","Voie de fait  avec violence","Voie de fait",0,0,0
178,"Nord Kivu","Communes of Goma","Quartier les volcans","Domicile","Goma","WVI","10-Mar","March-2010","3/8/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
179,"Nord Kivu","Masisi","Loashi","Voie publique","Masisi Centre - Loashi","UNDSS","10-Mar","March-2010","3/9/10","Pillage","Vol de rue","Avec violence physique",0,0,0
180,"Nord Kivu","Communes of Goma","Quartier Kasiki","Domicile","Goma","UNDSS","10-Mar","March-2010","3/11/10","Pillage","Introduction dans une maison par effraction","Avec violence physique",0,0,0
181,"Nord Kivu","Lubero","Kayna","Voie publique","Kayna - Kirumba","APETAMACO","10-Mar","March-2010","3/12/10","Pillage","Vol de rue","Avec violence physique",0,0,0
182,"Nord Kivu","Rutshuru","Rutshuru","Voie publique","Rutshuru centre - Kiwanja","MERLIN","10-Mar","March-2010","3/13/10","Pillage","Vol de rue","Avec violence physique",0,0,0
183,"Nord Kivu","Communes of Goma","Goma","Domicile","Goma","MERLIN","10-Mar","March-2010","3/15/10","Pillage","Introduction dans une maison par effraction","Avec violence physique",0,0,0
184,"Nord Kivu","Walikale","Kampala","Voie publique","Walikale Centre - Nyasi","OCHA","10-Mar","March-2010","3/15/10","Agressions ","Perturbations","Emeute",0,0,0
185,"Nord Kivu","Rutshuru","Kibirizi","Voie publique","Kibirizi - Rwindi","UNDSS","10-Mar","March-2010","3/18/10","Pillage","Vol de rue","Avec violence physique",0,1,0
186,"Nord Kivu","Beni","Cantine","Lieu public","Beni-Cantine","SOFEPADI","10-Mar","March-2010","3/22/10","Pillage","Vol de rue","Avec violence physique",0,0,0
187,"Nord Kivu","Masisi","Kitchanga","Domicile","Burungu - Kitchanga","MSF-H","10-Mar","March-2010","3/22/10","Pillage","Introduction dans une maison par effraction","Avec violence physique",0,0,0
188,"Nord Kivu","Masisi","Kitchanga","Domicile","Burungu - Kitchanga","MSF-H","10-Mar","March-2010","3/23/10","Pillage","Introduction dans une maison par effraction","Avec violence physique",0,0,0
189,"Nord Kivu","Communes of Goma","Goma","Domicile","Goma","ADR","10-Mar","March-2010","3/24/10","Pillage","Introduction dans une maison par effraction","Avec violence physique",0,0,0
190,"Nord Kivu","Lubero","Lubero","Bureau","Kalungu - Lubero","Oxfam - GB","10-Mar","March-2010","3/25/10","Pillage","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
191,"Nord Kivu","Rutshuru","Kirima","Voie publique","Katwe - Kashalira","MERLIN","10-Mar","March-2010","3/26/10","Pillage","Vol de rue","Avec violence physique",0,0,0
192,"Nord Kivu","Communes of Goma","Quartier Murara","Domicile","Goma","PAM","10-Mar","March-2010","3/30/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
193,"Nord Kivu","Rutshuru","Kabindi","Voie publique","Kabindi - Ruanguba","IRC","10-Apr","April-2010","4/8/10","Agressions ","Perturbations","Bagare routier",0,0,0
194,"Nord Kivu","Rutshuru","Nyabanira","Voie publique","Ngwenda - Kiseguru","UNDSS","10-Apr","April-2010","4/9/10","Pillage","Vol de rue","Avec violence physique",0,0,0
195,"Nord Kivu","Beni","Beni","Lieu public","Beni","OCHA Beni","10-Apr","April-2010","4/14/10","Agressions ","Voie de fait  avec violence","Agression physique",0,1,0
196,"Nord Kivu","Communes of Goma","Quartier Kyeshero","Domicile","Goma","UNDSS - MSF-H","10-Apr","April-2010","4/17/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
197,"Nord Kivu","Masisi","Kitchanga","Domicile","Sake - Kitchanga","MSF-H","10-Apr","April-2010","4/18/10","Pillage","Introduction dans une maison par effraction","Avec violence physique",0,0,0
198,"Nord Kivu","Communes of Goma","Quartier Kyeshero","Domicile","Goma","MSF-H","10-Apr","April-2010","4/20/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
199,"Nord Kivu","Communes of Goma","Quartier Office I","Domicile","Goma","World Vision","10-Apr","April-2010","4/25/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
200,"Nord Kivu","Lubero","Luhutu","Lieu public","Bingi - Bunyatenge","CICR","10-Apr","April-2010","4/28/10","Agressions ","Agression physique","agression non sexuelle ",0,0,0
201,"Nord Kivu","Lubero","Kirumba","Bureau","Kayna - Kaseghe","OCHA","10-May","May-2010","5/2/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
202,"Nord Kivu","Communes of Goma","Quartier les volcans","Lieu public","Goma","COOPI","10-May","May-2010","5/6/10","Pillage","Securite des vehicules","Vol de vehicule",0,0,0
203,"Nord Kivu","Rutshuru","Katwe","Domicile","Nyanzale-Kikuku","MERLIN","10-May","May-2010","5/8/10","Agressions ","Voie de fait  avec violence","Voie de fait",0,0,0
204,"Nord Kivu","Masisi","Kitchanga","Voie publique","Sake - Kitchanga","World Vision","10-May","May-2010","5/9/10","Agressions ","Agression physique","agression non sexuelle ",0,0,0
205,"Nord Kivu","Masisi","Kitchanga","Bureau","Sake - Kitchanga","SC-UK","10-May","May-2010","5/13/10","Agressions ","Perturbations","manifestations",0,0,0
206,"Nord Kivu","Rutshuru","Rutshuru","Bureau","Rutshuru - Kiwanja","SC-UK","10-May","May-2010","5/17/10","Agressions ","Perturbations","manifestations",0,0,0
207,"Nord Kivu","Communes of Goma","Quartier Nyabushongo","Domicile","Goma","NRC","10-May","May-2010","5/22/10","Pillage","Vol de rue","Avec violence physique",0,0,0
208,"Nord Kivu","Communes of Goma","Quartier les volcans","Domicile","Goma","UNDSS","10-May","May-2010","5/27/10","Pillage","Introduction dans une maison par effraction","Sans violence physique",0,0,0
209,"Nord Kivu","Communes of Goma","Quartier Himbi","Domicile","Goma","UNDSS","10-May","May-2010","5/31/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Sans violence physique",0,0,0
210,"Nord Kivu","Lubero","Lubango","Lieu public","Kitsumbiro - Lubango","UNDSS","10-Jun","June-2010","6/7/10","Pillage","Introduction dans une maison par effraction","Sans violence physique",0,0,0
211,"Nord Kivu","Walikale","Biruwe","Voie publique","Ndjingala - Biruwe","OCHA","10-Jun","June-2010","6/9/10","Tracasseries","Voie de fait  avec violence","Voie de fait",0,0,0
212,"Nord Kivu","Masisi","Sake","Bureau","Goma - Sake","World Vision ","10-Jun","June-2010","6/10/10","Cambriolage ","Introduction dans une maison par effraction","Avec violence physique",0,0,0
213,"Nord Kivu","Masisi","Kihusha","Voie publique","Kitchanga - Mweso","CICR","10-Jun","June-2010","6/20/10","Pillage","Vol de rue","Sans violence physique",0,0,0
214,"Nord Kivu","Rutshuru","Mabenga","Voie publique","Kiwanja - Mabenga","UNDSS","10-Jun","June-2010","6/25/10","Pillage","Vol de rue","Sans violence physique",0,0,0
215,"Nord Kivu","Beni","Kalunguta","Domicile","Beni - Butembo","OCHA","10-Jun","June-2010","6/29/10","Meurtre / Assassinat ","Agression physique","Meurtre",0,0,1
216,"Nord Kivu","Rutshuru","Rwindi","Voie publique","Mabenga - rwindi","OCHA","10-Jul","July-2010","7/2/10","Requisition forcee","Securite des vehicules","cambriolage de voiture",0,0,0
217,"Nord Kivu","Communes of Goma","Quartier Virunga","Domicile","Goma","UNDSS","10-Jul","July-2010","7/6/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
218,"Nord Kivu","Masisi","Kitchanga","Voie publique","Sake - Kitchanga","MSF-H","10-Jul","July-2010","7/7/10","Agressions ","Agression physique","agression non sexuelle ",0,0,0
219,"Nord Kivu","Beni","Mayi Tatu","Voie publique","Beni - Mayi Tatu","OCHA","10-Jul","July-2010","7/12/10","Pillage","Vol de rue","Sans violence physique",0,0,0
220,"Nord Kivu","Masisi","JTN","Voie publique","Mweso - JTN","OCHA","10-Jul","July-2010","7/14/10","Pillage","Vol de rue","Avec violence physique",0,0,0
221,"Nord Kivu","Masisi","Burungu","Voie publique","Burungu - Kitchanga","AVSI","10-Jul","July-2010","7/15/10","Agressions ","Agression physique","agression non sexuelle ",0,0,0
222,"Nord Kivu","Rutshuru","Kinyabundu","Voie publique","Mumba - Bishusha","AVSI","10-Jul","July-2010","7/15/10","Agressions ","Vol de rue","Avec violence physique",0,0,0
223,"Nord Kivu","Communes of Goma","Quartier Himbi","Domicile","Goma","WVI","10-Jul","July-2010","7/18/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
224,"Nord Kivu","Walikale","Mutakato","Voie publique","Mutakato - Mpofi","AVSI","10-Jul","July-2010","7/21/10","Pillage","Vol de rue","Avec violence physique",0,0,0
225,"Nord Kivu","Lubero","Katolo","Lieu public","Muramba - Katolo","MERLIN","10-Jul","July-2010","7/22/10","Tentative de vol / Pillage ","Voie de fait  avec violence","Voie de fait",0,0,0
226,"Nord Kivu","Beni","Beni","Bureau","Beni - Butembo","NRC","10-Jul","July-2010","7/26/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
227,"Nord Kivu","Walikale","Mindjendje","Voie publique","Pinga - Kalembe","MSF-H","10-Jul","July-2010","7/26/10","Pillage","Vol de rue","Sans violence physique",0,0,0
228,"Nord Kivu","Communes of Goma","Quartier les volcans","Bureau","Goma","UNDSS","10-Jul","July-2010","7/31/10","Pillage","Securite des vehicules","Vol de vehicule",0,0,0
229,"Nord Kivu","Lubero","Katondi","Voie publique","Kipese - Katondi","WHH (ex AAA)","10-Aug","August-2010","8/3/10","Pillage","Vol de rue","Sans violence physique",0,0,0
230,"Nord Kivu","Communes of Goma","Quartier Katindo droit","Lieu public","Goma","UNICEF","10-Aug","August-2010","8/5/10","Pillage","Vol de rue","Sans violence physique",0,0,0
231,"Nord Kivu","Walikale","Kalonge","Voie publique","Mpofi-Kibua","Caritas","10-Aug","August-2010","8/5/10","Pillage","Vol de rue","Avec violence physique",0,0,0
232,"Nord Kivu","Masisi","Nyamitaba","Voie publique","Nyamitaba - Lushebere","AVSI","10-Aug","August-2010","8/7/10","Pillage","Vol de rue","Avec violence physique",0,0,0
233,"Nord Kivu","Rutshuru","Katwe","Voie publique","Kikuku - Katwe","Solidaritթs ","10-Aug","August-2010","8/11/10","Pillage","Vol de rue","Avec violence physique",0,0,0
234,"Nord Kivu","Communes of Goma","Quartier Virunga","Domicile","Goma","UNDSS","10-Aug","August-2010","8/17/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
235,"Nord Kivu","Lubero","Lubero","Bureau","Lubero - Butembo","UNDSS","10-Aug","August-2010","8/17/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
236,"Nord Kivu","Rutshuru","Kitwe","Voie publique","Mutabo - Karambi","UNDSS","10-Aug","August-2010","8/19/10","Agressions ","Voie de fait  avec violence","Voie de fait",0,0,0
237,"Nord Kivu","Rutshuru","Luve","Voie publique","Luve - Nyanzale","UNDSS","10-Sep","September-2010","9/2/10","Agression armee ","Voie de fait  avec violence","Voie de fait",0,2,0
238,"Nord Kivu","Walikale","Molema","Voie publique","Kalembe - Pinga","Premiere Urgence","10-Sep","September-2010","9/3/10","Pillage","Vol de rue","Avec violence physique",0,0,0
239,"Nord Kivu","Rutshuru","Luve","Voie publique","Luve - Nyanzale","MERLIN","10-Sep","September-2010","9/7/10","Pillage","Vol de rue","Avec violence physique",0,0,0
240,"Nord Kivu","Walikale","Walikale","Bureau","Walikale ","GRAADE","10-Sep","September-2010","9/13/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
241,"Nord Kivu","Masisi","Kalembe","Voie publique","Kalembe-Ihula","MSF-H","10-Sep","September-2010","9/16/10","Pillage","Vol de rue","Avec violence physique",0,0,0
242,"Nord Kivu","Masisi","Mweso","Voie publique","Katsiru - Mweso","AVSI","10-Sep","September-2010","9/17/10","Pillage","Vol de rue","Avec violence physique",0,0,0
243,"Nord Kivu","Masisi","Kitchanga","Lieu public","Sake - Kitchanga","AVSI","10-Sep","September-2010","9/20/10","Pillage","Vol de rue","Avec violence physique",0,0,0
244,"Nord Kivu","Rutshuru","Bambo","Lieu public","Tongo - Nyanzale","AVSI","10-Sep","September-2010","9/20/10","Requisition forcee","Voie de fait  avec violence","Voie de fait",0,0,0
245,"Nord Kivu","Beni","Beni","Voie publique","Beni - Kasindi","CICR","10-Sep","September-2010","9/22/10","Agressions ","Autres incidents securitaires",,0,0,0
246,"Nord Kivu","Rutshuru","Kishishe","Voie publique","Tongo - Nyanzale","MSF-H","10-Sep","September-2010","9/23/10","Pillage","Vol de rue","Avec violence physique",0,1,0
247,"Nord Kivu","Walikale","Nkumbwa","Voie publique","Walikale -Mpofi","IMC","10-Sep","September-2010","9/23/10","Pillage","Vol de rue","Avec violence physique",0,0,0
248,"Nord Kivu","Lubero","Bunyatenge","Voie publique","Mbughavinywa - Bunyatenge","WHH","10-Sep","September-2010","9/24/10","Agressions ","Autres incidents securitaires",,0,0,0
249,"Nord Kivu","Walikale","Kalonge","Voie publique","Walikale Centre - Mpofi","OCHA","10-Sep","September-2010","9/30/10","Pillage","Vol de rue","Avec violence physique",0,0,0
250,"Nord Kivu","Rutshuru","Kikuku","Voie publique","Kikuku - Nyanzale","MSF-F","10-Oct","October-2010","10/4/10","Pillage","Vol de rue","Avec violence physique",0,0,0
251,"Nord Kivu","Communes of Goma","Quartier Katindo gauche","Domicile","Goma","Mercy Corps","10-Oct","October-2010","10/7/10","Cambriolage ","Vol de rue","Avec violence physique",0,0,0
252,"Nord Kivu","Communes of Goma","Quartier Mabanga Sud","Domicile","Goma","UNDSS","10-Oct","October-2010","10/7/10","Cambriolage ","Vol de rue","Avec violence physique",0,0,0
253,"Nord Kivu","Rutshuru","Luve","Voie publique","Nyanzale - Katsiru","AVSI","10-Oct","October-2010","10/14/10","Pillage","Vol de rue","Avec violence physique",0,0,0
254,"Nord Kivu","Masisi","Carton","Voie publique","Kitchanga - Mweso","AVSI","10-Oct","October-2010","10/19/10","Pillage","Vol de rue","Avec violence physique",0,1,0
255,"Nord Kivu","Beni","Beni","Voie publique","Beni","PEAC","10-Oct","October-2010","10/21/10","Meurtre / Assassinat ","Agression physique","Meurtre",0,0,1
256,"Nord Kivu","Walikale","Nkumbwa","Voie publique","Walikale Centre - Mpofi","ACF - USA","10-Oct","October-2010","10/21/10","Agressions ","Agression physique","agression non sexuelle ",0,0,0
257,"Nord Kivu","Communes of Goma","Quartier Katindo gauche","Domicile","Goma","OCHA","10-Oct","October-2010","10/24/10","Tentative de vol / Pillage ","Vol de rue",,0,0,0
258,"Nord Kivu","Rutshuru","Katwiguru","Voie publique","Kiwanja - Nyamilima","Heal Africa","10-Oct","October-2010","10/25/10","Pillage","Vol de rue","Avec violence physique",0,0,0
259,"Nord Kivu","Masisi","Rugebeshe","Voie publique","Sake - Kitchanga","AVSI","10-Oct","October-2010","10/28/10","Pillage","Vol de rue","Avec violence physique",0,0,0
260,"Nord Kivu","Masisi","Karuba","Lieu public","Sake - Karuba","Heppage International","10-Nov","November-2010","11/5/10","Pillage","Vol de rue","Avec violence physique",0,0,0
261,"Nord Kivu","Rutshuru","Kiwanja","Bureau","Rutshuru Centre - Kiwanja","World Vision","10-Nov","November-2010","11/11/10","Pillage","Introduction dans une maison par effraction","Avec violence physique",0,0,0
262,"Nord Kivu","Beni","Beni","Domicile","Beni - Butembo","PAP-RDC","10-Nov","November-2010","11/12/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
263,"Nord Kivu","Masisi","Kitchanga","Voie publique","Kitchanga - Birambizo","Johanniter ","10-Nov","November-2010","11/12/10","Pillage","Vol de rue","Avec violence physique",0,0,0
264,"Nord Kivu","Masisi","Kabati","Lieu public","Sake - Kitchanga","COOPI","10-Nov","November-2010","11/15/10","Tracasseries","Perturbations","manifestations",0,0,0
265,"Nord Kivu","Masisi","Nyakabingu","Voie publique","Mokoto բ_��_�� Muhanga","MSF-H","10-Nov","November-2010","11/19/10","Pillage","Vol de rue","Sans violence physique",0,0,0
266,"Nord Kivu","Masisi","Nyakabingu","Voie publique","Mokoto բ_��_�� Muhanga","Mercy Corps","10-Nov","November-2010","11/19/10","Pillage","Vol de rue","Avec violence physique",0,0,0
267,"Nord Kivu","Masisi","Ngandjo","Voie publique","Kirolirwe - Nyamitaba","World Vision International","10-Nov","November-2010","11/25/10","Pillage","Vol de rue","Avec violence physique",0,0,0
268,"Nord Kivu","Walikale","Ishunga","Voie publique","Walikale Centre - Mpofi","AVSI","10-Nov","November-2010","11/29/10","Agression armee ","Voie de fait  avec violence","Voie de fait",0,2,0
269,"Nord Kivu","Masisi","Nyakabingu","Voie publique","Mokoto - Muhanga","UNICEF","10-Dec","December-2010","12/1/10","Pillage","Vol de rue","Avec violence physique",0,0,0
270,"Nord Kivu","Lubero","Mbughavinwa","Voie publique","Luofu - Bitakongo","CEPROSSAN","10-Dec","December-2010","12/7/10","Agressions ","Vol de rue","Avec violence physique",0,0,0
271,"Nord Kivu","Rutshuru","Ruvumbura","Voie publique","Jomba - Karambi","AVSI","10-Dec","December-2010","12/8/10","Agression armee ","Voie de fait  avec violence","Voie de fait",0,0,0
272,"Nord Kivu","Walikale","Walikale","Lieu public","Walikale","Solidaritթs","10-Dec","December-2010","12/12/10","Agressions ","Perturbations","manifestations",0,0,0
273,"Nord Kivu","Masisi","Masisi","Lieu public","Sake - Masisi ","WVI","10-Dec","December-2010","12/17/10","Pillage","Vol de rue",,0,0,0
274,"Nord Kivu","Rutshuru","Kiwanja","Voie publique","Kiwanja - Rutshuru","MSF-F","10-Dec","December-2010","12/17/10","Pillage","Vol de rue","Avec violence physique",0,0,0
275,"Nord Kivu","Communes of Goma","Quartier Kyeshero","Domicile","Goma","Helpage International","10-Dec","December-2010","12/21/10",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
276,"Nord Kivu","Communes of Goma","Quartier les volcans","Domicile","Goma","OCHA","10-Dec","December-2010","12/25/10",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
277,"Nord Kivu","Communes of Goma","Quartier Kyeshero","Domicile","Goma","UNDSS","11-Jan","January-2011","1/8/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
278,"Nord Kivu","Communes of Goma","Quartier les volcans","Domicile","Goma","UNDSS","11-Jan","January-2011","1/13/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
279,"Nord Kivu","Rutshuru","Luve","Voie publique","Katsiru - Nyanzale","UNDSS","11-Jan","January-2011","1/17/11",,"Vol de rue","Sans violence physique",0,0,0
280,"Nord Kivu","Rutshuru","Katwiguru","Voie publique","Kiwanja - Nyamilima","CICR","11-Jan","January-2011","1/19/11",,"Vol de rue","Sans violence physique",0,0,0
281,"Nord Kivu","Lubero","Timbo Timbo","Voie publique","Luofu - Mbughavinwa","WHH (ex AAA)","11-Jan","January-2011","1/20/11",,"Securite des vehicules","Detournement arme",0,0,0
282,"Nord Kivu","Communes of Goma","Quartier Katindo gauche","Bureau","Goma","SAP","11-Jan","January-2011","1/22/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
283,"Nord Kivu","Rutshuru","Ngoholo","Voie publique","Birambizo - Katsiru - Mweso","NRC","11-Jan","January-2011","1/25/11",,"Vol de rue","Sans violence physique",0,0,0
284,"Nord Kivu","Rutshuru","Nyanzale","Voie publique","Katsiru - Nyanzale","MSF-F","11-Jan","January-2011","1/25/11",,"Vol de rue","Sans violence physique",0,0,0
285,"Nord Kivu","Rutshuru","Gombe","Voie publique","Kiwanja - Nyamilima","MERLIN","11-Jan","January-2011","1/31/11",,"Vol de rue","Sans violence physique",0,0,0
286,"Nord Kivu","Communes of Goma","Quartier Kasiki","Domicile","Goma","UNDSS","11-Feb","February-2011","2/5/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
287,"Nord Kivu","Communes of Goma","Quartier les volcans","Domicile","Goma","UNDSS","11-Feb","February-2011","2/11/11",,"Introduction dans une maison par effraction","Avec violence physique",0,0,0
288,"Nord Kivu","Communes of Goma","Quartier Mapendo","Lieu public","Aթroport - Rond-point Birere","Care International","11-Feb","February-2011","2/14/11",,"Agression physique","agression non sexuelle ",0,0,0
289,"Nord Kivu","Rutshuru","Kahunga","Voie publique","Kiwanja - Mabenga","Care International","11-Feb","February-2011","2/15/11",,"Agression physique","agression non sexuelle ",0,1,0
290,"Nord Kivu","Rutshuru","Mabenga","Lieu public","Kiwanja - Rwindi","WHH (ex AAA)","11-Feb","February-2011","2/16/11",,"Vol de rue","Avec violence physique",0,1,0
291,"Nord Kivu","Rutshuru","Nyanzale","Voie publique","Nyanzale - Katsiru","JRS","11-Feb","February-2011","2/16/11",,"Vol de rue","Sans violence physique",0,0,0
