"unique_id","month","month_text","province","district","territory","locality","ppl_killed","adults_kidnapped","infants_kidnapped"
259,"11-Feb","February-2011","Orientale","Haut-Uele","Dungu","Aaru (6 km N de Limay)",,,
260,"11-Feb","February-2011","Orientale","Haut-Uele","Dungu","Ngilima (4 km au Nord)",,,
261,"11-Feb","February-2011","Orientale","Haut-Uele","Niangara","Gbaga (45 km a l est de Niangara)",1,1,
262,"11-Feb","February-2011","Orientale","Haut-Uele","Faradje","Motoba (5 km SE Faradje)",,,5
263,"11-Feb","February-2011","Orientale","Haut-Uele","Faradje","2 Km du centre de Faradje",1,,13
264,"11-Feb","February-2011","Orientale","Haut-Uele","Faradje","Kpodo (10 Km S Faradje",1,,
265,"11-Feb","February-2011","Orientale","Haut-Uele","Faradje","Djabir (10 km E de Faradje",1,,3
266,"11-Feb","February-2011","Orientale","Haut-Uele","Faradje","Djabir (10 km E de Faradje",,,
267,"11-Feb","February-2011","Orientale","Bas-Uele","Ango","Ngalu (10 km au Nord d Ango sur la route de Digba)",,14,
268,"11-Feb","February-2011","Orientale","Bas-Uele","Ango","Manguriti (5 km S de Bambangana)",,,
269,"11-Feb","February-2011","Orientale","Bas-Uele","Ango","Bambangana (25 km SE de Banda)",2,,
270,"11-Feb","February-2011","Orientale","Bas-Uele","Ango","Banda",,,2
271,"11-Feb","February-2011","Orientale","Bas-Uele","Ango","Dakwa (85 km E d Ango)",,,3
272,"11-Jan","January-2011","Orientale","Haut-Uele","Faradje","Sidabo",,,
273,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Ndorenzi (20 Km N Duru)",,,
274,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Quartier Bamokandi",,,
275,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","6 km E Duru",1,,
276,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","9 km s-o de Duru",2,,
277,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Nasala (125 km E de Dungu)",,,
278,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","115 km E de Dungu 5 km de Nagero",,,
279,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Lindimbia 25 km NO de Bangadi",1,1,
280,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Nasala ( 125 km E de Dungu)",,,
281,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Nakale (12 km NE de Duru)",,1,
282,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Nangume (100 km E de Dungu)",,1,
283,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Ndorenzi (20 NO de Duru)",,2,1
284,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Nakale (12 km NE de Duru)",,,
285,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Nawango (15 km E de Nagero)",,2,1
286,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Madungula (12 km O de Ngilima)",,4,
287,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Kapili (75 km NO de Dungu)",,5,
288,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Nakorda (45 km O de Diagbe)",,10,
289,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Gongolo (12 km NO de Ngilima)",,1,1
290,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Gangura (3 km N de Nabiapay)",,,
291,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Anduala (15 km E de Ngilima)",,1,
292,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Nabiapay (32 km NO de Duru)",,,
293,"11-Mar","March-2011","Orientale","Haut-Uele","Dungu","Mapusa (15 km E de Bangadi)",,2,1
294,"11-Mar","March-2011","Orientale","Haut-Uele","Faradje","Morda (8km N Faradje)",,,
295,"11-Mar","March-2011","Orientale","Haut-Uele","Faradje","Gagobe( 7 km au NO de Faradje)",,3,
296,"11-Mar","March-2011","Orientale","Bas-Uele","Ango","Bandueli (45 km N Dingila)",,8,
297,"11-Mar","March-2011","Orientale","Bas-Uele","Ango","Tronçon Banda-Bambangana",,,
298,"11-Mar","March-2011","Orientale","Bas-Uele","Ango","Banda, 75 km de Ango",8,,
299,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Ndorenzi(20 km au NO de Duru)",1,,
300,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Axe Bangadi-Napopo (+ de 125 km  N Dungu),",,2,
301,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Au nord de Bangadi",1,,
302,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Naparka a environ 260 km au N-O de Dungu",2,,
303,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Gongolo (18 km NO de Ngilima",1,,
304,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Doruma (210 km NO de Dungu)",1,,
305,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Doruma (210 km NO de Dungu)",,2,
306,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Nambia (5 km S de Duru)",,,
307,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Doruma (210 km NO de Dungu)",,2,
308,"11-Apr","April-2011","Orientale","Haut-Uele","Dungu","Doruma (210 km NO de Dungu)",,1,
309,"11-Apr","April-2011","Orientale","Haut-Uele","Niangara","Tapili, Mongolia et Esse",7,5,3
310,"11-Apr","April-2011","Orientale","Bas-Uele","Ango","18 km SO de Banda en allant vers Ango",,,
311,"11-Apr","April-2011","Orientale","Bas-Uele","Ango","A environ 19 km N de Banda vers Doruma",,,
312,"11-May","May-2011","Orientale","Haut-Uele","Dungu","Nangume, 100 km a l est de Dungu sur route Faradje",,1,
313,"11-May","May-2011","Orientale","Haut-Uele","Dungu","Parc de Garamba",,1,1
314,"11-May","May-2011","Orientale","Haut-Uele","Dungu","Tronçon Gangala na Bodio-Nagero",,1,
315,"11-May","May-2011","Orientale","Haut-Uele","Dungu","Localite Bayete, pres de Duru",,,
316,"11-May","May-2011","Orientale","Haut-Uele","Dungu","TULA et ITABE, respectivement a 2 et 3 km au S-E de Bangadi",,,
317,"11-May","May-2011","Orientale","Haut-Uele","Dungu","ITAB (3 km SE de Bangadi",,,
318,"11-May","May-2011","Orientale","Haut-Uele","Dungu","60 km a l est de Dungu, vers Faradje",,,
319,"11-May","May-2011","Orientale","Haut-Uele","Dungu","Bitima (25 km N de Duru)",,1,
320,"11-May","May-2011","Orientale","Haut-Uele","Dungu","Gangala na Bodio (75 km E de Dungu)",1,1,
321,"11-May","May-2011","Orientale","Haut-Uele","Niangara","Mbwele, 40 km E de Nambia",2,,
322,"11-May","May-2011","Orientale","Haut-Uele","Niangara","Nambia (15 km N de Niangara)",,,
323,"11-May","May-2011","Orientale","Haut-Uele","Faradje","15 km O d Aba, vers Kurukwata",,,12
324,"11-May","May-2011","Orientale","Haut-Uele","Faradje","Kurukwata a 46 E de Faradje",,,2
325,"11-May","May-2011","Orientale","Haut-Uele","Faradje","Village Bayiti, 6 km au nord  d Aba",2,,
326,"11-May","May-2011","Orientale","Haut-Uele","Faradje","Nawango, 5 km de Faradje, route Dungu",,,1
327,"11-May","May-2011","Orientale","Bas-Uele","Ango","Dikuma, 30 km au N de Banda",1,,
328,"11-May","May-2011","Orientale","Bas-Uele","Ango","Tronçon Bamudanga-Mulundu(de 22a 7 km de Ango)",,,
329,"11-May","May-2011","Orientale","Bas-Uele","Bambesa","NGANGA et TUBU, une dizaine de Km au N de Dingila",,,
330,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Nabiapay (32 km NO de Duru)",,1,
331,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Bitima (25 km NO de Duru)",,,
332,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Bayote (10 km O de Bitima",,,1
333,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Taduru (20 km NO de Limay)",,1,
334,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Diabakpa (65 km O de Doruma)",,,
335,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Axe Limay – Taduru",,,1
336,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Nambili (11 km N de kiliwa)",,,
337,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Nduga (40 km N de Dungu, 5 km S Kiliwa)",,,
338,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Diagbe (35 km NO de Bangadi)",,,
339,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Nambili (11 km N de kiliwa)",,,1
340,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Gangala na bodio",1,,
341,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Axe Bangadi – Napopo 12 km NE de Bangadi",,,
342,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Axe Bangadi – Napopo 12 km NE de Bangadi",,,1
343,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Kiliwa (45 km N de Dungu)",1,,
344,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Bagulupa (55 km E de Dungu)",,,
345,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","4 km O de Bangadi",2,1,
346,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Nzungunza (8 km 0 de Bangadi)",,,
347,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Bagulupa (55 km E de Dungu)",,,
348,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Nakpudu (7 km SE de Bangadi)",,,
349,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Route ITAB 2 km NE de Bangadi",,1,
350,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Pudupudu (7 km SE de Ngilima)",1,,
351,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Naango (5 km SE de Ngilima)",5,,
352,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Riviere Nambia (15 km O de Ngilima)",3,,
353,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Mabeleni (80 km E de Dungu, Axe Dungu Faradje)",1,2,
354,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Makusa (15 km N de Bangadi)",2,,
355,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Nasala (120 km E de Dungu, Axe Dungu Faradje)",,,
356,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Ngilima",3,,
357,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Route Keka (4 km S du centre Bangadi)",3,,
358,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Nasala (120 km E de Dungu, Axe Dungu Faradje)",,,
359,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Sortie NO de (direction Kapili) Ngilima",,,
360,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Bagulupa (55 km E de Dungu)",,,
361,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Pudupudu (7 km S de Ngilima)",,2,
362,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","7 km O de Naparka",,1,1
363,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Diabakpa (65 km O de Doruma)",,,1
364,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","2 km NE de Bangadi",,,
365,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","1 km N de Limay (25 km N de Dungu)",,,
366,"11-Jun","June-2011","Orientale","Haut-Uele","Dungu","Bayote (10 Km O de Bitima)",,,
367,"11-Jun","June-2011","Orientale","Haut-Uele","Niangara","1 km sud de Nambia",,,1
368,"11-Jun","June-2011","Orientale","Haut-Uele","Niangara","Nambia (15 km N de Niangara)",,,
369,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","5 km NO de Djabir",,,
370,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","1 km de la route 4(100km E de Dungu, sur route Faradje)",1,,
371,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Nambasa, 3 km a l O de Doruma",,1,
372,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Nambasa, 3km a l O de Doruma",,2,
373,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Nambasa, 3km a l O de Doruma, sur le chemin de fuite",,1,
374,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Makpelenga, 35 km NO de Naparka",,1,
375,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Zangaimi, 4km NO de Bangadi",,,
376,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Bangadi, 125 km au N-O de Dungu",,,1
377,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Naparka, 270 km au N-O de Dungu",,,
378,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Naparka",,,
379,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Naparka",,,
380,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Naparka",,,
381,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","10 km au NO de Bangadi",,,
382,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","10 km au NO de Bangadi",,,
383,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","Kiliwa, 45 km au nord de dungu",2,,
384,"11-Jul","July-2011","Orientale","Haut-Uele","Dungu","A 3 km SE de Nango(40 km au NO de Dungu)",,,
385,"11-Jul","July-2011","Orientale","Haut-Uele","Faradje","Nagbaka, 6 km O de Faradje",,,1
386,"11-Jul","July-2011","Orientale","Haut-Uele","Faradje","1 km de Faradje centre",,,1
387,"11-Jul","July-2011","Orientale","Haut-Uele","Faradje","Doya, 22 km a l E de Faradje",,,2
388,"11-Jul","July-2011","Orientale","Bas-Uele","Ango","75 km d Ango sur route Dakwa",,,
389,"11-Jul","July-2011","Orientale","Bas-Uele","Ango","Bandu, au N de Digba",,,
390,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Kibhinzi (4 km O de Faradje)",,,
391,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Djabir (10 km E de Faradje)",,,
392,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Takiani (7 km E de Faradje)",,2,1
393,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Tadu (37 km S de Faradje)",1,,1
394,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Draduwa (22 km E de Faradje)",,,
395,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","3 km O de Faradje",,,
396,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Djabir (10 km E de Faradje)",,,
397,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Entre Lenvo et udukwa (15 a 20 km E de Faradje)",,,
398,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Djabir (10 km E de Faradje)",,,1
399,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Doya (18 km E de Faradje)",,,
400,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Kpodo (11 km S de Faradje)",,2,
401,"11-Jun","June-2011","Orientale","Haut-Uele","Faradje","Kpodo (11 km S de Faradje)",1,,
402,"11-Aug","August-2011","Orientale","Haut-Uele","Dungu","Route 4 (localite situee a environ 115 Km de Dungu en allant vers Faradje)",,1,
403,"11-Aug","August-2011","Orientale","Haut-Uele","Dungu","Entre Nagero et route 4 (axe Dungu- Faradje)",1,1,
404,"11-Aug","August-2011","Orientale","Haut-Uele","Dungu","A 1 km de Nagero centre (125 Km NE Dungu)",,1,
405,"11-Aug","August-2011","Orientale","Haut-Uele","Dungu","Nagero ",,1,
406,"11-Aug","August-2011","Orientale","Haut-Uele","Dungu","Bangadi",2,,
407,"11-Aug","August-2011","Orientale","Haut-Uele","Dungu","Entre Bitima (25 km NO de Duru) et Bayote (15 km O de Bitima),",,,
408,"11-Aug","August-2011","Orientale","Haut-Uele","Dungu","Mbiangu (35 km SE de Bangadi)",,,
409,"11-Sep","September-2011","Orientale","Haut-Uele","Dungu","Nambia (5 km S de Duru)",,,
410,"11-Sep","September-2011","Orientale","Haut-Uele","Dungu","Kumbolongo (localite situee a 10 km au Sud de Nambia)",,,1
411,"11-Sep","September-2011","Orientale","Haut-Uele","Dungu","Dikpoto (15 km N de Ngilima)",,,
412,"11-Sep","September-2011","Orientale","Haut-Uele","Dungu","Dikpoto (15 km N de Ngilima)",,,
413,"11-Sep","September-2011","Orientale","Haut-Uele","Faradje","Lalibe (7 km N de Faradje)",,,
414,"11-Sep","September-2011","Orientale","Haut-Uele","Faradje","Ngaduma-Ogambi (8 km N de Djabir)",,,
415,"11-Sep","September-2011","Orientale","Haut-Uele","Faradje","Ngaduma-Ogambi (8 km N de Djabir)",,,
416,"11-Aug","August-2011","Orientale","Haut-Uele","Dungu","Zangaime (4 km N de Bangadi)",,3,
417,"11-Aug","August-2011","Orientale","Haut-Uele","Niangara","Nyalanya (axe Aba-Faradje)",,1,
418,"11-Oct","October-2011","Orientale","Haut-Uele","Dungu","3 km au nord de Napopo",,,
419,"11-Oct","October-2011","Orientale","Haut-Uele","Dungu","Zangaime (5 km  N de Bangadi)",,,
420,"11-Oct","October-2011","Orientale","Haut-Uele","Dungu","Nango (5 km SE de Ngilima) ",,,
421,"11-Oct","October-2011","Orientale","Haut-Uele","Dungu","Nakpudu (7 km S de Bangadi)",,,
422,"11-Oct","October-2011","Orientale","Haut-Uele","Dungu","Nabanda (8 km au SO de Napopo)",,,
423,"11-Oct","October-2011","Orientale","Haut-Uele","Dungu","Badolo (7 km NO de Bangadi)",,,
424,"11-Oct","October-2011","Orientale","Haut-Uele","Dungu","Gongolo (14 km No de Ngilima)",,,
425,"11-Oct","October-2011","Orientale","Haut-Uele","Dungu","Malingbundu (5 km NE de Bangadi)",,,
426,"11-Oct","October-2011","Orientale","Haut-Uele","Dungu","Napopo (25 km E de Bangadi)",,,
427,"11-Oct","October-2011","Orientale","Haut-Uele","Niangara","Nambia, 15 km de Niangara",,,
428,"11-Nov","November-2011","Orientale","Haut-Uele","Dungu","Napopo (25 km E de Bangadi)",,,
429,"11-Nov","November-2011","Orientale","Haut-Uele","Dungu","Malingbundu  (5 km NE de Bangadi)",,,
430,"11-Nov","November-2011","Orientale","Haut-Uele","Dungu","5 km SO Bangadi",,,
431,"11-Nov","November-2011","Orientale","Haut-Uele","Dungu","Nabiapay (7 km NO de Bitima)",,,
432,"11-Nov","November-2011","Orientale","Haut-Uele","Dungu","Nangume (6 km O de Bitima)",,,
433,"11-Nov","November-2011","Orientale","Haut-Uele","Dungu","Zangaime (5 km N de Bangadi)",,,
434,"11-Nov","November-2011","Orientale","Haut-Uele","Dungu","Dikpoto (20 Km Nord Ngilima)",,,
435,"11-Nov","November-2011","Orientale","Haut-Uele","Dungu","15 km N Ngilima (Anduala ?)",,,
436,"11-Nov","November-2011","Orientale","Haut-Uele","Dungu","Bambangana (65 km NO Doruma)",,,
437,"11-Nov","November-2011","Orientale","Haut-Uele","Faradje","Takiani (6 km E de Faradje) ",2,1,2
438,"11-Jun","June-2011","Orientale","Bas-Uele","Ango","Gurba (45 km SE de Banda",2,,
439,"11-Jan","January-2011","Orientale","Bas-Uele","Ango","Digba (45 km N d Ango)",,,
440,"11-Jan","January-2011","Orientale","Bas-Uele","Ango","Sukadi",2,,
